Comment,Category,Keyword
Produto entregue dentro de embalagem do fornecedor sem os parafusos de fixação das partes.,Logística,status entrega
Horrível muito pequeno nada a ver não recomendo o produto,Outros,análise inconclusiva
Não recomendo. Não recebi. Quero reembolso.,Atendimento,financeiro
O produto ê importado da China e não possui nenhum manual em português. Deixou a desejar.,Outros,análise inconclusiva
Comprei há quase 2 meses e até o momento não recebi o produto.,Logística,recebimento
"Comprei 6 termômetros, mas 4 vieram quebrados. Como devo proceder para que sejam trocados?",Pedido Errado,produto trocado
Eu solicitei devolucao do valor pois o produto veio com defeito e nao foi aceito pela impressora apontando defeito.,Qualidade,defeito
A loja não fez nenhuma rastreabilidade do produto. Fiz a reclamacao que não recebi e até agora nenhum retorno. Total descaso.,Logística,recebimento
"Não recebi ainda o produto, por não ter nota fiscal o produto não foi liberado",Logística,recebimento
"Não recebi as costas nem o assento da cadeira, apenas os ferros de suporte.",Logística,recebimento
"Loja péssima, não cumpre com seus prazos!",Logística,prazo
"Eu não recebi a mochila, não sei se o problema foi da empresa ou da transportadora. Mais independente não estou satisfeita, porque ainda não recebi o produto.",Logística,recebimento
Não recebi o produto e ainda não foi ressarcido o valor pago!,Logística,recebimento
Pagar caro pelo frete e a empresa escolher os Correios como forma de transporte é certamente uma política que deve ser revista. Os Correios tem histórico negativo na entrega de e-commerce.,Pedido Errado,cor
Fiz uma compra de um produto e recebi outro produto.,Pedido Errado,produto diferente
Chegou 1 produto e o outro nao !  Quero saber pq se esta os dois no mesmo vendedor e mesmo pedido... por favor,Pedido Errado,produto diferente
"A Lojas Americana sempre é perfeita, porém, o produto é muito frágil e o pino de ajuste de hora cai sempre, além disso, o horário do relógio atrasa.",Qualidade,material
O produto foi entregue quebrado. nem foi preciso abrir a embalagem para perceber que o mesmo nao foi embalado corretamente,Pedido Errado,cor
"A carteira é linda, porém é muito grande e for a do padrão das carteiras tradicionais.",Outros,análise inconclusiva
Boa noite Recebi duas das três luminárias que adquiri. Favor responder urgente aonde está a terceira. Recebi dois pacotes dos Correios. Grata,Pedido Errado,cor
"Boa tarde.  O produto acabou de chegar. Contudo só veio 01 unidade e eu comprei 03 unidades.  Quer dizer que além do produto chegar atrasado, ainda veio com a quantidade errada. Estão faltando 02 un",Pedido Errado,faltando
"O produto demorou para sair da loja pelo menos 50 dias, se eu soubesse tinha comprado da china que viria mais rapido.",Outros,loja
Comprei duas bolsas mais só recebi 1.... tive problema com a entrega mandei vários e-mails e não recebi nenhuma resposta. Estou muito insatisfeita,Atendimento,comunicação
Ate o presente momento nao recebi meu produto acho uma falta de respeito com o cliente,Logística,recebimento
"Tive que buscar o produto em Irajá, pois não tinha a aprovação de chegar até o meu enderêço",Outros,análise inconclusiva
Na foto produto cores fortes bonitas. Produto recebido cores desbotadas,Pedido Errado,cor
Não recebi o meu pedido ate agora estou esperando e nada........foram mais d 20 dias e ainda atrasa....francamente....,Logística,recebimento
"Entregador dos Correios foi grosseiro, ficou berrando na porta de casa, me disse pessoalmente q não estava nem aí pq ele era concursado e, por fim, o produto chegou detonado. Nunca mais compro targaryen.",Pedido Errado,cor
"Vcs tem que parar de vender o que nao tem, isso e fraude.",Outros,análise inconclusiva
"Relógio não é de forma alguma unissex, é feminino. Chegou com a embalagem super danificada, mal embalado. Descaso total!",Logística,chegada
"Faltou o item 1, ou seja, não recebi as 2 saias. Quero a outra.",Pedido Errado,faltou
COMPREI O PRODUTO EMBLOLO DE DESCARGA VALVULA HYDRA ORIENTE COM O PARCEIRO MARKETIN PLAZE targaryen RECEBI O PRODUTO ERRADO NO LUGAR VEIO CONJUNTO DE MANOLA COM PASTILHAS NO LUGAR DO PRODUTO QUE COMPREI.,Pedido Errado,produto errado
Pedido não entregue (prazo de entrega não obedecido),Logística,prazo
Está atrasado a mais de 20 dias,Outros,análise inconclusiva
"Fiz a solicitação de devolução, pois comprei a película para o zenfone 5 selfie e veio o do zenfone 4",Atendimento,devolução
"Tonner compativel instala ok na impressora, mas saiu falha. Comprei outro de outra empresa e saiu normal.",Pedido Errado,produto diferente
"estou esperando a resposta do parceiro,da loja lannister e um resposta porque ate agora so estou me aborecendo,espero que no final de tudo dei certo muito obrigado.",Atendimento,comunicação
Já fiz outras compras e foi tudo certo . porém esta nada,Outros,análise inconclusiva
ESTOU MUITO INSATISFEITO COM A COMPRA PORQUE ATE AGORA NÃO RECEBI E NEM NOTA FISCAL FOI ENVIADA PARA MIM. JÁ TEM QUASE UM MÊS QUE FOI FEITA A COMPRA. NÃO RECOMENDO.,Logística,recebimento
Ainda não recebi o produto e não consigo entrar em contato com niguem para resolver isso!,Atendimento,contato
Não recebi o produto é não consigo rastrear o site está com problema é não tenho como rastrear,Logística,recebimento
"Tive que usar o bônus de troca para comprar esse produto. Na verdade eu queria mesmo era ter recebido o produto que eu havia comprado originalmente, mas como sempre a lannister deu o golpe black frid",Qualidade,originalidade
"Venho somente um produto, são 4.",Pedido Errado,quantidade
Gostaria de saber como fazer ? Pois não foi entregue .,Logística,status entrega
"Só recebemos quatro cadeiras, FALTA UMA CADEIRA A SER ENTREGUE CONFORME O PEDIDO.",Logística,status entrega
Produto não chegou.não posso avaliar,Logística,chegada
Não recebi o produto é não tive nenhum contato do vendedor!,Atendimento,vendedor
"Recebi o produto incorreto... A capa que comprei é de couro, mas recebi outro modelo de ""plastico""!",Pedido Errado,produto diferente
Produto que fora entregue é totalmente diferente da descrição do site da lannister. Se a descrição fosse compatível com o produto entregue não havia nem comprado.,Qualidade,divergência
Comprei um produto e recebi outro,Pedido Errado,produto diferente
"O único problema que eu tive foi ter recebido o produto errado, na nota fiscal veio o que eu tinha escolhido toalha vermelha, porém na hora que receberam e abriram veio toalha creme com marrom.",Pedido Errado,produto errado
Não recebi o produto. Acionarei a justiça comum caso a lannister não resolva.,Logística,recebimento
"Já faz quase um mês que o produto que comprei está com nota fiscal emitida e não muda de status, até agora não recebi minha compra, lamentável. Quero meu relógio!!!",Logística,recebimento
"Uma loja que vende um produto que não tem em estoque ,e não dá resposta ao seu cliente.É uma loja de estelionato.Nunca recebi meu produto,resposta nenhuma e nem reembolso.",Atendimento,comunicação
Não recebi o produto e ele parou de aparecer entre meus pedidos.,Qualidade,defeito
"Comprei para presentear meu marido e até agora não recebi, em contato com a targaryen responsável pela entrega o prazo uma resposta expirou e até agora nenhuma informação sobre a entrega do produto.",Atendimento,comunicação
Utilizei apenas duas vezes a luva e simplesmente a luva tá rasgando totalmente,Outros,análise inconclusiva
"nao recebi o produto , quero reebolso",Logística,recebimento
Ainda não foi entregue o produto Rádio portátil Sony,Logística,status entrega
Nunca recomendaria esse site alguém pois achei uma falta de respeito da falta de vcs não estregaram meu produto e nem se quer deram satisfação porcaria de site nunca mais vou comprar dia 11 ganho bebe,Outros,site
sua loja e um merda tem 20 dia espera minha mochila ate agora nada comprei um celular levo 2 meses para chega voce nao saber atende bem quero minha mochila ass alan correa barcelos,Pedido Errado,cor
Já realizei compras nesse site e nunca demorou tanto para entregarem um produto.,Logística,entrega
ainda estou aguardando o produto!!,Logística,espera
Recebi um produto diferente do anunciado,Qualidade,divergência
Produto estava todo lambuzado dentro da caixa,Outros,análise inconclusiva
"Efetuei a compra, já passou a data provável da entrega e até o momento não recebi o produto e nem um parecer da loja. Necessito do produto com para meu trabalho. Verdadeiro descaso com o consumido",Logística,entrega
"- O PRAZO MÁXIMO ERA DIA 19/03/2018 E HOJE DIA 21/03/2018 ATÉ O PRESENTE MOMENTO NÃO RECEBI A MERCADORIA. - SE ALGUÉM ME PERGUNTAR SOBRE A COMPRA EFETUADA , FALAREI QUE NÃO RECEBI!",Atendimento,comunicação
"pedi o cancelamento da compra,após informada que não havia deste produto no estoque.",Atendimento,cancelamento
mandaram meu pedido errado ja mandei o email e nao me responderan,Pedido Errado,produto errado
"a loja deveria disponibilizar uma forma de haver contato entre o vendedor e o comprador, pois até o momento só me resta aguardar e dizer ao meu filho que aguarde seu presente.",Atendimento,vendedor
Não recebi meu produto já foi cobrado no cartaxo,Logística,recebimento
Entendo que o produto nao chegou por motivo de greve doa correios.,Pedido Errado,cor
Comprei um lençol de casal e chegou um de solteiro. Quero devolver o mesmo.,Atendimento,devolução
Não recebi o meu produto colágeno,Logística,recebimento
"Recebi um produto falsificado.  Veio um relógio dentro de uma caixa de papelão, enrolado a uma espécie de barbante, junto de um manual chinês.",Pedido Errado,quantidade
não tem como avaliar o produto se ainda nao recebi,Logística,recebimento
"Ainda nao recebi meu produto, que seria entregue ate dia 12 de janeiro de 2018",Logística,status entrega
Solicitei e JÁ PAGUEI por 02 (DOIS) mochos e recebi apenas 01 (UM)!!!... Aonde eu reclamo???,Logística,recebimento
"Recebi, porém o tamanho veio menor e ainda tive que ir até os correios retirar pois não entregaram na minha casa, além disso a cor é bem mais escura do que consta no site.",Pedido Errado,tamanho
Produto não foi entregue e não tive resposta até hoje,Atendimento,comunicação
A entrega está muuuuito atrasada e não recebi nenhum retorno a respeito.,Logística,entrega
"Somente recebi o produto (Relógio Casio G-shock Ga-100cm-8adr), outro que esta no mesmo pedido não foi enviado.",Pedido Errado,produto diferente
Eu fiz a compra de 3 luminárias pêndulo e só foi entregue apenas uma. Estou aguardando um retorno de quando será entregue os outros dois???!,Pedido Errado,quantidade
"Produto entregue errado, reclamação realizada, solicitado de troca aberta a mais de uma semana e nem sinal da empresa",Pedido Errado,produto errado
O produto veio errado e até agora não tive nenhuma resposta da loja,Pedido Errado,produto errado
Eu comprei dois golfinhos massageador. Porém fizeram duas postagens sendo que poderia ser feito em somente uma. Tive que buscar o pacote na agência dos correios. Em duas vezes.,Pedido Errado,quantidade
"Produto com defeito, não funciona, sem qualidade, já é a terceira vez que reclamo e nada foi feito.",Qualidade,defeito
Muito ruim essa marca de relógio. Péssimo,Qualidade,qualidade
"Produto veio correto, só achei muito pequeno. Não gostei por isso. Mas produto foi entregue no prazo tudo certinho.",Pedido Errado,cor
pedi dois produtos e veio somente 1! mandei e-mail mais de 3 vezes e ninguém me responde!,Outros,análise inconclusiva
venceu o prazo dia 22 de fevereiro 2018 e não recebi o produto quando voces vao me entregar a minha encomenda preciso de uma resposta urgente,Atendimento,comunicação
Só gostaria que meu produto chegasse logo.,Outros,análise inconclusiva
"O PRODUTO CONSTA COMO ENTREGUE NO DIA 16-08, MAS HOJE DIA 20-08, O PRODUTO AINDA NÃO FOI ENTREGUE.",Logística,status entrega
nunca fiz uma compra pra receber com tanta demora,Logística,atraso
Além de demorar muito recebi o produto errado.,Pedido Errado,produto errado
Não chegou uma das minhas mercadorias e estar contando no site que chegou só que não chegou,Logística,chegada
"Eu efetuei a compra de um pendrive dia 13/02/17, o prazo de entrega era até 14/03/17, porém não foi entregue. Entrei em contato com o stark que me informou que meu produto nem saiu do fornecedor.",Atendimento,contato
